,country,year,co2_emissions_per_capita,co2_cars,battery_electric_number,plugin_hybrid_number,full_mild_hybrid_number,petrol_number,diesel_gas_number,births_per_woman,life_expectancy,population_0-14_female,population_0-14_male,population_0-14_total,population_15-19_female,population_15-19_male,population_20-24_female,population_20-24_male,population_25-29_female,population_25-29_male,population_30-34_female,population_30-34_male,population_35-39_female,population_35-39_male,population_40-44_female,population_40-44_male,population_45-49_female,population_45-49_male,population_50-54_female,population_50-54_male,population_55-59_female,population_55-59_male,population_60-64_female,population_60-64_male,population_>65_female,population_>65_male,population_>65_total,population_female,population_male,population_total,gdp_per_capita_current_US$,gdp_current_US$,iso_code,biofuel_consumption,coal_consumption,fossil_fuel_consumption,gas_consumption,hydro_consumption,low_carbon_consumption,nuclear_consumption,oil_consumption,other_renewable_consumption,renewables_consumption,solar_consumption,wind_consumption,energy_per_capita_kWh,total_ghg_emissions_ktco2e,projection
632,Irlande,1962,,,,,,,,3.92,70.13407317,428565.0,447196.0,875771.0,121786.0,127821.0,92630.0,96315.0,72080.0,76084.0,66546.0,65809.0,79283.0,73641.0,84019.0,81188.0,86393.0,88589.0,77591.0,82925.0,68586.0,70880.0,64936.0,63079.0,169474.0,150633.0,320089.0,1411889.0,1424161.0,2836050.0,797.0062883539592,2260349684.086246,IRL,,,,,,,,,,,,,,,
635,Italie,1962,,,,,,,,2.46,69.1497561,6194897.0,6470577.0,12665521.0,1924725.0,1986427.0,1910176.0,1912447.0,1925651.0,1877175.0,1877741.0,1802713.0,1993053.0,1843473.0,1500855.0,1359672.0,1559366.0,1436585.0,1701416.0,1592360.0,1434102.0,1320215.0,1242654.0,1034976.0,2874070.0,2104125.0,4978144.0,26138706.0,24740744.0,50879450.0,990.26015216342,50383891898.99112,ITA,,,,,,,,,,,,,,,
646,Lettonie,1962,,,,,,,,1.91,69.4304878,236632.0,248181.0,484874.0,77699.0,79005.0,89715.0,86663.0,90612.0,87172.0,97656.0,84378.0,99682.0,66355.0,67559.0,42679.0,70022.0,48802.0,81558.0,58591.0,76984.0,54750.0,66245.0,38201.0,156874.0,75571.0,232398.0,1211238.0,970348.0,2181586.0,,,LVA,,,,,,,,,,,,,,,
652,Lituanie,1962,,,,,,,,2.45,69.09536585,382224.0,394824.0,777045.0,114963.0,115215.0,120833.0,113574.0,124876.0,112956.0,128534.0,109658.0,118262.0,89288.0,80517.0,58905.0,76269.0,50022.0,86542.0,72808.0,82309.0,70503.0,72388.0,49319.0,149851.0,88711.0,238564.0,1537567.0,1325783.0,2863350.0,,,LTU,,,,,,,,,,,,,,,
653,Luxembourg,1962,,,,,,,,2.37,68.99812195,34206.0,35614.0,69826.0,10048.0,10386.0,10457.0,11112.0,11087.0,11946.0,11917.0,12875.0,12195.0,11099.0,9861.0,8761.0,10380.0,10236.0,11712.0,11483.0,11150.0,10524.0,9664.0,8421.0,20068.0,15551.0,35611.0,162743.0,158007.0,320750.0,2311.7988489361937,741509480.7962842,LUX,,,,,,,,,,,,,,,
659,Malte,1962,,,,,,,,3.24,69.77065854,58625.0,59945.0,118570.0,14517.0,13680.0,11916.0,10742.0,11384.0,9641.0,10620.0,8177.0,10047.0,7992.0,7815.0,7686.0,7077.0,7435.0,8029.0,7242.0,7284.0,6675.0,5729.0,5409.0,13985.0,12249.0,26237.0,167027.0,156873.0,323900.0,,,MLT,,,,,,,,,,,,,,,
674,Pays-Bas,1962,,,,,,,,3.18,73.32390244,1704775.0,1790745.0,3495541.0,502333.0,527309.0,405431.0,423584.0,387399.0,402896.0,377972.0,382521.0,388896.0,376896.0,358482.0,343593.0,335518.0,320196.0,328100.0,307394.0,298788.0,274141.0,259172.0,231510.0,577749.0,500290.0,1078021.0,5924615.0,5881074.0,11805689.0,1240.6778943729407,14647057370.141788,NLD,,,,,,,,,,,,,,,
691,Pologne,1962,,,,,,,,2.72,67.42682927,4936687.0,5144382.0,10080948.0,1092390.0,1122896.0,1008710.0,1029697.0,1142556.0,1150537.0,1175574.0,1136864.0,1161053.0,1047770.0,797799.0,679613.0,779656.0,658466.0,918038.0,810171.0,814627.0,699352.0,657739.0,501959.0,1140222.0,701741.0,1842052.0,15625051.0,14683449.0,30308500.0,,,POL,,,,,,,,,,,,,,,
692,Portugal,1962,,,,,,,,3.23,64.09521951,1291342.0,1331769.0,2623082.0,379608.0,366193.0,358162.0,326653.0,349255.0,319216.0,331840.0,304912.0,315662.0,290411.0,268934.0,248294.0,262035.0,238732.0,260215.0,229594.0,236501.0,195676.0,194344.0,151459.0,450149.0,293031.0,743208.0,4698046.0,4295939.0,8993985.0,407.8528436123718,3668222357.657018,PRT,,,,,,,,,,,,,,,
695,Roumanie,1962,,,,,,,,2.04,67.02907317,2593532.0,2703384.0,5296892.0,652671.0,677328.0,736480.0,720547.0,797351.0,795004.0,758214.0,778697.0,740251.0,703835.0,499009.0,424854.0,529930.0,443750.0,582620.0,535670.0,460480.0,445392.0,395254.0,347160.0,798217.0,556917.0,1355157.0,9544011.0,9132539.0,18676550.0,,,ROU,,,,,,,,,,,,,,,
709,Slovénie,1962,,,,,,,,2.327,68.97804878,212546.0,221793.0,434350.0,63845.0,65655.0,59002.0,61319.0,62314.0,64100.0,64642.0,64045.0,65329.0,53306.0,44669.0,32810.0,42215.0,34615.0,51197.0,43808.0,48261.0,41100.0,42113.0,33026.0,79892.0,52048.0,131933.0,836023.0,767626.0,1603649.0,,,SVN,,,,,,,,,,,,,,,
714,Espagne,1962,,,,,,,,2.8,69.51902439,4183514.0,4363006.0,8546476.0,1238964.0,1281388.0,1122705.0,1145011.0,1219526.0,1197827.0,1236014.0,1206658.0,1131567.0,1082943.0,970370.0,875231.0,920409.0,798841.0,876535.0,789239.0,811413.0,712991.0,683248.0,567812.0,1541756.0,1066397.0,2608193.0,15936022.0,15087344.0,31023366.0,520.2061313800051,16138545209.245983,ESP,,,,,,,,,,,,,,,
722,Suède,1962,,,,,,,,2.25,73.3504878,803146.0,847937.0,1651085.0,299176.0,313473.0,248873.0,259472.0,216302.0,221975.0,224502.0,227561.0,258751.0,262202.0,264309.0,268475.0,261099.0,265357.0,261285.0,261804.0,241248.0,233178.0,210051.0,194832.0,499754.0,416826.0,916572.0,3788496.0,3773092.0,7561588.0,2468.6945890300576,18667251380.07461,SWE,,,,,,,,,,,,,,,
810,Autriche,1963,,,,,,,,2.82,69.44365854,803435.0,837331.0,1640796.0,258916.0,268424.0,262854.0,268874.0,222336.0,228894.0,212951.0,217316.0,261904.0,223003.0,244897.0,174949.0,203917.0,153598.0,275316.0,214600.0,269564.0,218447.0,246608.0,194762.0,563238.0,349673.0,912879.0,3825938.0,3349873.0,7175811.0,1167.0005324458452,8374175257.730753,AUT,,,,,,,,,,,,,,,
829,Belgique,1963,,,,,,,,2.68,70.05146341,1083993.0,1133495.0,2217487.0,316264.0,326691.0,269861.0,275173.0,301290.0,302505.0,318104.0,320295.0,335916.0,344602.0,290731.0,300398.0,242411.0,242240.0,311484.0,302742.0,305671.0,285319.0,286518.0,249480.0,661904.0,482683.0,1144592.0,4724146.0,4565624.0,9289770.0,1535.0237290104324,14260017387.049244,BEL,,,,,,,,,,,,,,,
840,Bulgarie,1963,,,,,,,,2.21,70.30926829,989619.0,1034306.0,2023925.0,323902.0,334284.0,280704.0,285444.0,302122.0,303958.0,329379.0,333853.0,334303.0,336803.0,271681.0,269640.0,202051.0,204335.0,250848.0,255761.0,219987.0,219692.0,177576.0,169689.0,359846.0,288360.0,648203.0,4042018.0,4036127.0,8078145.0,,,BGR,,,,,,,,,,,,,,,
857,Croatie,1963,,,,,,,,2.18,65.78787805,548694.0,577922.0,1126613.0,166055.0,170787.0,144651.0,149567.0,171313.0,177132.0,176277.0,178282.0,173147.0,153595.0,138404.0,103379.0,106049.0,85563.0,136261.0,114847.0,130299.0,113521.0,105850.0,87443.0,192834.0,123803.0,316642.0,2189834.0,2035841.0,4225675.0,,,HRV,,,,,,,,,,,,,,,
860,Chypre,1963,,,,,,,,3.346,70.587,101201.0,104561.0,205768.0,27929.0,28304.0,22585.0,21482.0,21299.0,19032.0,19237.0,16410.0,17402.0,15493.0,15002.0,14356.0,14587.0,13369.0,13760.0,13143.0,11891.0,11195.0,9548.0,8912.0,19741.0,17479.0,37216.0,294182.0,283736.0,577918.0,,,CYP,,,,,,,,,,,,,,,
861,République tchèque,1963,,,,,,,,2.31,70.30439024,1145403.0,1200825.0,2346166.0,408286.0,423338.0,312722.0,321764.0,275098.0,281291.0,316465.0,320612.0,370208.0,359910.0,310120.0,292426.0,237396.0,223631.0,368273.0,346485.0,334148.0,305867.0,295792.0,246070.0,588086.0,386469.0,974648.0,4961997.0,4708688.0,9670685.0,,,CZE,,,,,,,,,,,,,,,
862,Danemark,1963,,,,,,,,2.67,72.4004878,554298.0,584485.0,1138789.0,200610.0,209891.0,170210.0,176483.0,142217.0,143461.0,140102.0,138225.0,150392.0,146688.0,155561.0,151601.0,150292.0,147307.0,151259.0,146610.0,140111.0,131836.0,123197.0,110139.0,283448.0,236062.0,519509.0,2361695.0,2322788.0,4684483.0,,,DNK,,,,,,,,,,,,,,,
870,Estonie,1963,,,,,,,,1.89,69.05356098,140726.0,149317.0,290067.0,43434.0,46057.0,45444.0,45889.0,52508.0,51739.0,53762.0,48961.0,55879.0,42656.0,43257.0,27900.0,36964.0,26256.0,46153.0,31001.0,43593.0,28077.0,39678.0,23238.0,94980.0,41387.0,136345.0,696379.0,562478.0,1258857.0,,,EST,,,,,,,,,,,,,,,
875,Finlande,1963,,,,,,,,2.68,69.01268293,634866.0,660969.0,1295828.0,215828.0,224810.0,156468.0,162639.0,144156.0,150544.0,143719.0,148347.0,155325.0,148952.0,146107.0,125518.0,137490.0,115565.0,146594.0,124467.0,132388.0,108573.0,108265.0,81448.0,219405.0,130868.0,350283.0,2340611.0,2182698.0,4523309.0,1522.319242099505,6885920328.661869,FIN,,,,,,,,,,,,,,,
876,France,1963,,,,,,,,2.89,70.51463415,6220161.0,6466122.0,12686267.0,1821510.0,1909839.0,1370723.0,1445448.0,1547678.0,1616681.0,1649084.0,1720957.0,1728038.0,1760294.0,1425890.0,1412458.0,1125352.0,1089045.0,1545121.0,1466699.0,1502233.0,1390366.0,1396599.0,1192740.0,3630550.0,2149036.0,5779623.0,24962939.0,23619685.0,48582624.0,1744.6401228939235,84759195105.86928,FRA,,,,,,,,,,,,,,,
880,Allemagne,1963,,,,,,,,2.51,69.85960976,8141818.0,8561506.0,16703487.0,2322381.0,2444163.0,2777050.0,2931723.0,2846433.0,3011288.0,2396893.0,2464905.0,2654048.0,2264968.0,2403630.0,1674085.0,2230357.0,1584992.0,3051720.0,2238681.0,2880968.0,2298741.0,2529164.0,1990303.0,5474796.0,3539740.0,9014383.0,39709258.0,35005095.0,74714353.0,,,DEU,,,,,,,,,,,,,,,
883,Grèce,1963,,,,,,,,2.14,69.18570732,1101874.0,1180576.0,2282446.0,332749.0,359062.0,315656.0,322968.0,382832.0,356169.0,370291.0,339559.0,310229.0,291169.0,256238.0,229578.0,242131.0,219696.0,246657.0,235078.0,217181.0,207530.0,176050.0,154583.0,370417.0,261352.0,631771.0,4322305.0,4157320.0,8479625.0,695.2286243898782,5895278024.092021,GRC,,,,,,,,,,,,,,,
893,Hongrie,1963,,,,,,,,1.82,68.87414634,1194246.0,1252525.0,2446820.0,376094.0,387198.0,362987.0,356876.0,348865.0,328451.0,368285.0,356175.0,409000.0,381476.0,338231.0,302434.0,262891.0,232350.0,380230.0,337555.0,316995.0,283951.0,281771.0,242796.0,576642.0,409922.0,986520.0,5216238.0,4871709.0,10087947.0,,,HUN,,,,,,,,,,,,,,,
898,Irlande,1963,,,,,,,,4.01,70.27292683,430578.0,449318.0,879906.0,126374.0,132337.0,94234.0,98292.0,74000.0,77193.0,65680.0,66855.0,75540.0,70247.0,84660.0,81004.0,84501.0,86023.0,80627.0,85532.0,68073.0,71287.0,65003.0,63186.0,171106.0,150999.0,322094.0,1420376.0,1432274.0,2852650.0,852.1353017178881,2430843768.4455333,IRL,,,,,,,,,,,,,,,
901,Italie,1963,,,,,,,,2.51,69.24804878,6201901.0,6478374.0,12680337.0,1992172.0,2057233.0,1854431.0,1861753.0,1948585.0,1905003.0,1867888.0,1795926.0,1955750.0,1828188.0,1668741.0,1510968.0,1415797.0,1298061.0,1745107.0,1623679.0,1472262.0,1359298.0,1260018.0,1068560.0,2945089.0,2137217.0,5082241.0,26327740.0,24924260.0,51252000.0,1126.019336998247,57710743059.83415,ITA,,,,,,,,,,,,,,,
912,Lettonie,1963,,,,,,,,1.85,69.82902439,240357.0,253156.0,493566.0,76609.0,78689.0,88213.0,86497.0,92619.0,89092.0,94724.0,85364.0,101453.0,72389.0,76476.0,46610.0,63247.0,44442.0,82848.0,58341.0,77347.0,55428.0,68834.0,41846.0,160270.0,76067.0,236289.0,1222998.0,987921.0,2210919.0,,,LVA,,,,,,,,,,,,,,,
918,Lituanie,1963,,,,,,,,2.35,70.20439024,387024.0,400846.0,787868.0,113421.0,113720.0,119496.0,114455.0,124344.0,112854.0,127495.0,111100.0,121919.0,94795.0,89447.0,64604.0,71179.0,48656.0,86793.0,66115.0,83196.0,74681.0,73933.0,51514.0,155482.0,91880.0,247362.0,1553728.0,1345222.0,2898950.0,,,LTU,,,,,,,,,,,,,,,
919,Luxembourg,1963,,,,,,,,,69.22307317,34984.0,36356.0,71341.0,10183.0,10614.0,10453.0,11039.0,11068.0,11949.0,11797.0,12702.0,12272.0,11832.0,10569.0,9002.0,9725.0,9591.0,11697.0,11419.0,11232.0,10612.0,9914.0,8670.0,20601.0,15819.0,36413.0,164495.0,159605.0,324100.0,2441.038555300078,791140595.7727553,LUX,,,,,,,,,,,,,,,
925,Malte,1963,,,,,,,,2.9,69.91995122,55954.0,57792.0,113748.0,16191.0,15614.0,11464.0,10089.0,11444.0,9646.0,10456.0,8155.0,10211.0,8046.0,8423.0,7719.0,7082.0,7316.0,7669.0,7104.0,7445.0,6819.0,5885.0,5673.0,14208.0,12145.0,26354.0,166432.0,156118.0,322550.0,,,MLT,,,,,,,,,,,,,,,
940,Pays-Bas,1963,,,,,,,,3.19,73.33707317,1700899.0,1785688.0,3486600.0,535066.0,562355.0,413842.0,433243.0,387309.0,405123.0,380676.0,389726.0,383590.0,375289.0,371540.0,355607.0,333423.0,318807.0,331279.0,310906.0,304237.0,278821.0,265074.0,236152.0,596176.0,511138.0,1107307.0,6003110.0,5962856.0,11965966.0,1328.0366487996837,15891241386.290953,NLD,,,,,,,,,,,,,,,
957,Pologne,1963,,,,,,,,2.7,68.37560976,4918127.0,5125636.0,10043636.0,1201599.0,1237472.0,966421.0,985167.0,1135947.0,1147257.0,1173409.0,1145400.0,1170267.0,1072284.0,906941.0,778867.0,712196.0,596712.0,921181.0,801358.0,839615.0,728621.0,681323.0,527870.0,1199298.0,739033.0,1938431.0,15826323.0,14885677.0,30712000.0,,,POL,,,,,,,,,,,,,,,
958,Portugal,1963,,,,,,,,3.12,64.4965122,1295946.0,1335474.0,2631381.0,382118.0,370051.0,350119.0,320056.0,346839.0,314062.0,331646.0,304648.0,315837.0,289121.0,279705.0,257742.0,254128.0,231848.0,263518.0,233841.0,238568.0,199335.0,202290.0,158011.0,457574.0,297876.0,755484.0,4718289.0,4312066.0,9030355.0,432.5117295750752,3905734459.726928,PRT,,,,,,,,,,,,,,,
961,Roumanie,1963,,,,,,,,2.01,67.44107317,2561715.0,2673081.0,5234772.0,692047.0,716234.0,683422.0,679809.0,814447.0,798826.0,757475.0,779644.0,746031.0,725567.0,568812.0,495183.0,471012.0,387940.0,604231.0,541546.0,478216.0,461164.0,396626.0,356556.0,826693.0,581574.0,1408293.0,9600726.0,9197124.0,18797850.0,,,ROU,,,,,,,,,,,,,,,
975,Slovénie,1963,,,,,,,,2.32,68.62195122,211722.0,220896.0,432647.0,66613.0,68160.0,58514.0,60672.0,61665.0,63551.0,64372.0,64310.0,65320.0,56311.0,51010.0,36867.0,38448.0,30927.0,50710.0,42809.0,48940.0,41490.0,42803.0,33914.0,83193.0,53754.0,136926.0,843309.0,773662.0,1616971.0,,,SVN,,,,,,,,,,,,,,,
980,Espagne,1963,,,,,,,,2.88,69.68121951,4221755.0,4402736.0,8624436.0,1250862.0,1294254.0,1136248.0,1159190.0,1165082.0,1149393.0,1255652.0,1220754.0,1139980.0,1102451.0,1006395.0,920183.0,903565.0,785430.0,893628.0,792864.0,810959.0,721337.0,712206.0,589975.0,1572394.0,1089358.0,2661801.0,16068726.0,15227925.0,31296651.0,609.4873840565126,19074913947.71964,ESP,,,,,,,,,,,,,,,
988,Suède,1963,,,,,,,,2.33,73.55536585,793815.0,838390.0,1632208.0,304497.0,319084.0,262630.0,275856.0,218135.0,225646.0,221098.0,224703.0,250225.0,253315.0,267636.0,271623.0,258626.0,262583.0,261473.0,262691.0,245304.0,238236.0,214088.0,198674.0,511419.0,424577.0,935994.0,3808948.0,3795380.0,7604328.0,2657.022504782032,20204870629.744133,SWE,,,,,,,,,,,,,,,
1076,Autriche,1964,,,,,,,,2.79,69.92195122,817681.0,852215.0,1669908.0,252227.0,262144.0,268623.0,275075.0,230254.0,235800.0,210056.0,215771.0,247037.0,223093.0,267677.0,192561.0,188973.0,140639.0,269758.0,208271.0,270122.0,215249.0,249499.0,198647.0,576795.0,355634.0,932415.0,3848701.0,3375100.0,7223801.0,1269.4125828925592,9169983885.711851,AUT,,,,,,,,,,,,,,,
1095,Belgique,1964,,,,,,,,2.71,70.75512195,1092498.0,1143325.0,2235830.0,334851.0,345953.0,269759.0,275980.0,297680.0,299113.0,318400.0,319743.0,329226.0,335609.0,317935.0,328437.0,228050.0,228779.0,308060.0,299833.0,305254.0,285062.0,290825.0,254553.0,678421.0,490766.0,1169183.0,4770961.0,4607152.0,9378113.0,1701.846275543195,15960106680.673218,BEL,,,,,,,,,,,,,,,
1106,Bulgarie,1964,,,,,,,,2.19,71.12121951,980204.0,1025694.0,2005898.0,334883.0,345769.0,283179.0,288704.0,293410.0,295085.0,328731.0,332919.0,329080.0,332867.0,301970.0,299951.0,191552.0,192281.0,250179.0,255469.0,226254.0,225493.0,184235.0,177591.0,370589.0,298251.0,668844.0,4074265.0,4070075.0,8144340.0,,,BGR,,,,,,,,,,,,,,,
1123,Croatie,1964,,,,,,,,2.14,66.15443902,542386.0,572432.0,1114818.0,175512.0,181489.0,139713.0,144691.0,167752.0,174179.0,176735.0,179348.0,172435.0,160721.0,152309.0,113868.0,101240.0,80743.0,132508.0,109792.0,133490.0,115513.0,108320.0,90010.0,199284.0,128407.0,327692.0,2201685.0,2051191.0,4252876.0,,,HRV,,,,,,,,,,,,,,,
1126,Chypre,1964,,,,,,,,3.249,70.895,99648.0,102686.0,202337.0,28895.0,29335.0,22737.0,22085.0,21226.0,18996.0,19194.0,16646.0,17634.0,15263.0,15195.0,14656.0,14073.0,12859.0,14074.0,13353.0,11838.0,11296.0,10137.0,9327.0,20025.0,17450.0,37475.0,294676.0,283952.0,578628.0,,,CYP,,,,,,,,,,,,,,,
1127,République tchèque,1964,,,,,,,,2.34,70.4595122,1125611.0,1180697.0,2306255.0,422327.0,438176.0,333705.0,344287.0,270055.0,276753.0,312335.0,318344.0,350579.0,344430.0,356693.0,336883.0,206264.0,193468.0,364809.0,342807.0,337767.0,309078.0,301902.0,255730.0,608409.0,396695.0,1005189.0,4990457.0,4737347.0,9727804.0,,,CZE,,,,,,,,,,,,,,,
1128,Danemark,1964,,,,,,,,2.6,72.48512195,552010.0,581947.0,1133962.0,202678.0,212310.0,177719.0,184816.0,145005.0,147002.0,139748.0,138382.0,147119.0,143906.0,157030.0,152769.0,149344.0,146366.0,151551.0,147062.0,142342.0,134438.0,125199.0,112215.0,291111.0,240003.0,531113.0,2380857.0,2341215.0,4722072.0,,,DNK,,,,,,,,,,,,,,,
1136,Estonie,1964,,,,,,,,1.94,69.30992683,141900.0,150380.0,292293.0,45181.0,48789.0,44009.0,44629.0,53257.0,52926.0,52840.0,49113.0,56562.0,45928.0,47361.0,30396.0,34924.0,24949.0,46112.0,31052.0,44101.0,28322.0,40546.0,24188.0,97314.0,42304.0,139605.0,704108.0,572978.0,1277086.0,,,EST,,,,,,,,,,,,,,,
1141,Finlande,1964,,,,,,,,2.59,69.22097561,621011.0,646127.0,1267130.0,228779.0,238653.0,160155.0,166572.0,145472.0,152093.0,140568.0,145454.0,153577.0,150672.0,150277.0,130687.0,134847.0,112477.0,145979.0,123449.0,135958.0,111351.0,111007.0,84194.0,225112.0,134070.0,359190.0,2352743.0,2195800.0,4548543.0,1707.5039382470122,7766655085.78588,FIN,,,,,,,,,,,,,,,
1142,France,1964,,,,,,,,2.87,70.66341463,6233574.0,6481483.0,12715048.0,1976820.0,2069761.0,1385088.0,1468208.0,1526491.0,1596632.0,1656452.0,1730434.0,1699777.0,1743497.0,1598918.0,1585335.0,1044626.0,1012802.0,1525694.0,1446131.0,1508355.0,1390332.0,1418157.0,1225748.0,3705522.0,2200747.0,5906290.0,25279474.0,23951111.0,49230585.0,1909.54162026244,94007851047.36778,FRA,,,,,,,,,,,,,,,
1146,Allemagne,1964,,,,,,,,2.54,70.01370732,8327147.0,8757233.0,17084277.0,2301741.0,2427967.0,2650988.0,2810267.0,2952650.0,3144494.0,2401950.0,2517099.0,2557527.0,2347055.0,2595488.0,1839120.0,2031236.0,1444165.0,2999821.0,2167197.0,2914706.0,2271714.0,2573970.0,2052660.0,5634352.0,3597789.0,9232248.0,39941576.0,35376761.0,75318337.0,,,DEU,,,,,,,,,,,,,,,
1149,Grèce,1964,,,,,,,,2.24,69.42943902,1094466.0,1171805.0,2266279.0,345624.0,372066.0,297540.0,310472.0,371500.0,349714.0,374839.0,340294.0,317071.0,302352.0,262910.0,237047.0,241961.0,213854.0,248482.0,232847.0,222679.0,213148.0,181569.0,161057.0,379853.0,267278.0,647125.0,4338495.0,4171934.0,8510429.0,783.7058809982785,6669673257.118299,GRC,,,,,,,,,,,,,,,
1159,Hongrie,1964,,,,,,,,1.82,69.38097561,1177304.0,1237657.0,2414980.0,377314.0,389688.0,369568.0,370260.0,345167.0,323778.0,366592.0,354391.0,390684.0,369115.0,386289.0,346915.0,229750.0,203087.0,383059.0,339215.0,322601.0,286636.0,285117.0,248279.0,594990.0,422380.0,1017351.0,5228434.0,4891401.0,10119835.0,,,HUN,,,,,,,,,,,,,,,
1164,Irlande,1964,,,,,,,,4.07,70.40129268,432160.0,451045.0,883206.0,130813.0,136766.0,95969.0,100440.0,75582.0,77945.0,65262.0,67978.0,71929.0,67338.0,84589.0,80275.0,82774.0,83613.0,82991.0,87432.0,68075.0,72098.0,64913.0,63344.0,172335.0,150883.0,323214.0,1427392.0,1439158.0,2866550.0,965.1354226767448,2766608945.874023,IRL,,,,,,,,,,,,,,,
1167,Italie,1964,,,,,,,,2.66,70.31170732,6223187.0,6503157.0,12726399.0,2048349.0,2115958.0,1816653.0,1828373.0,1961097.0,1921920.0,1866153.0,1796271.0,1914813.0,1808260.0,1819664.0,1650643.0,1317442.0,1202372.0,1757498.0,1626327.0,1513899.0,1399585.0,1283949.0,1107134.0,3019079.0,2173567.0,5192586.0,26541784.0,25133566.0,51675350.0,1222.544540462898,63175417019.00941,ITA,,,,,,,,,,,,,,,
1178,Lettonie,1964,,,,,,,,1.79,71.02804878,243691.0,257415.0,501132.0,76011.0,78943.0,86474.0,86033.0,94544.0,91040.0,92337.0,86198.0,102104.0,77874.0,85169.0,51448.0,58620.0,41289.0,82839.0,57315.0,77779.0,55919.0,71231.0,45255.0,164071.0,77027.0,241072.0,1234869.0,1005754.0,2240623.0,,,LVA,,,,,,,,,,,,,,,
1184,Lituanie,1964,,,,,,,,2.28,71.50902439,392564.0,407271.0,799832.0,112140.0,112532.0,117878.0,114613.0,123817.0,113025.0,126211.0,111993.0,124542.0,99662.0,98335.0,70751.0,68121.0,48724.0,85918.0,59738.0,84095.0,77081.0,75382.0,54303.0,161323.0,95182.0,256511.0,1570324.0,1364876.0,2935200.0,,,LTU,,,,,,,,,,,,,,,
1185,Luxembourg,1964,,,,,,,,2.34,69.41104878,35678.0,37043.0,72724.0,10392.0,10884.0,10469.0,11032.0,11083.0,11972.0,11694.0,12518.0,12304.0,12467.0,11261.0,9387.0,9287.0,9081.0,11574.0,11267.0,11306.0,10701.0,10161.0,8909.0,21178.0,16100.0,37281.0,166389.0,161361.0,327750.0,2755.6331165327915,903158753.9436224,LUX,,,,,,,,,,,,,,,
1191,Malte,1964,,,,,,,,2.79,70.07573171,53266.0,55511.0,108779.0,17284.0,17021.0,11718.0,10336.0,11237.0,9227.0,10386.0,8218.0,10289.0,8061.0,8948.0,7821.0,7269.0,7272.0,7440.0,6938.0,7428.0,6895.0,6138.0,6001.0,14441.0,12102.0,26542.0,165846.0,155404.0,321250.0,,,MLT,,,,,,,,,,,,,,,
1206,Pays-Bas,1964,,,,,,,,3.17,73.70414634,1698004.0,1781819.0,3479825.0,561547.0,590495.0,427272.0,447734.0,388392.0,408205.0,382951.0,396397.0,378622.0,374539.0,382310.0,366103.0,333737.0,319554.0,333486.0,313668.0,309385.0,283576.0,271156.0,241146.0,615191.0,521831.0,1137014.0,6082051.0,6045069.0,12127120.0,1541.9473651902897,18699380731.346462,NLD,,,,,,,,,,,,,,,
1223,Pologne,1964,,,,,,,,2.57,68.62926829,4886040.0,5092026.0,9977980.0,1313428.0,1354596.0,948558.0,966164.0,1123115.0,1135989.0,1170618.0,1151378.0,1173983.0,1091930.0,1010408.0,875525.0,672161.0,560380.0,911334.0,781742.0,862253.0,752775.0,706660.0,556060.0,1262931.0,779394.0,2042401.0,16041490.0,15097960.0,31139450.0,,,POL,,,,,,,,,,,,,,,
1224,Portugal,1964,,,,,,,,3.21,64.89126829,1296388.0,1335458.0,2631815.0,383057.0,371390.0,342388.0,313603.0,341799.0,306994.0,330010.0,302370.0,314536.0,286627.0,288640.0,265170.0,248446.0,226696.0,263970.0,235426.0,240172.0,202537.0,209215.0,164056.0,464369.0,302048.0,766439.0,4722991.0,4312374.0,9035365.0,468.7810816354428,4235608177.671023,PRT,,,,,,,,,,,,,,,
1227,Roumanie,1964,,,,,,,,1.96,67.65043902,2530661.0,2643030.0,5173674.0,734502.0,758202.0,641427.0,649302.0,819142.0,793651.0,758514.0,778920.0,747193.0,741082.0,633999.0,563527.0,429488.0,350175.0,611241.0,535317.0,497229.0,475370.0,400670.0,367187.0,853415.0,605880.0,1459314.0,9657482.0,9261644.0,18919126.0,,,ROU,,,,,,,,,,,,,,,
1241,Slovénie,1964,,,,,,,,2.312,68.66341463,210703.0,219865.0,430600.0,69083.0,70547.0,58701.0,60748.0,61064.0,63045.0,64062.0,64426.0,65036.0,58993.0,56932.0,41277.0,36289.0,28506.0,49620.0,41361.0,49484.0,41734.0,43549.0,34836.0,86653.0,55601.0,142229.0,851176.0,780938.0,1632114.0,,,SVN,,,,,,,,,,,,,,,
1246,Espagne,1964,,,,,,,,3.01,70.3997561,4270155.0,4453522.0,8723637.0,1262256.0,1305794.0,1153803.0,1178187.0,1118867.0,1108011.0,1263815.0,1223252.0,1150344.0,1121313.0,1041795.0,964996.0,895036.0,782081.0,906249.0,793857.0,813067.0,729355.0,738933.0,611779.0,1607950.0,1114779.0,2722770.0,16222269.0,15386926.0,31609195.0,675.2416391412078,21343844643.73407,ESP,,,,,,,,,,,,,,,
